"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 01, 2017","5,521.06","5,425.62","5,536.52","5,397.99","1.71B","2.56%"
"Dec 25, 2016","5,383.12","5,470.76","5,512.37","5,371.89","1.25B","-1.46%"
"Dec 18, 2016","5,462.69","5,441.20","5,489.47","5,432.77","1.76B","0.47%"
"Dec 11, 2016","5,437.16","5,428.22","5,486.75","5,394.42","3.06B","-0.13%"
"Dec 04, 2016","5,444.50","5,283.58","5,450.16","5,269.57","2.29B","3.59%"
"Nov 27, 2016","5,255.65","5,387.92","5,403.86","5,238.21","2.37B","-2.65%"
"Nov 20, 2016","5,398.92","5,336.78","5,398.92","5,334.16","1.43B","1.45%"
"Nov 13, 2016","5,321.51","5,246.33","5,346.80","5,192.05","2.44B","1.61%"
"Nov 06, 2016","5,237.11","5,128.99","5,302.68","5,122.77","2.78B","3.78%"
"Oct 30, 2016","5,046.37","5,205.09","5,206.70","5,034.41","2.28B","-2.77%"
"Oct 23, 2016","5,190.10","5,290.31","5,311.50","5,178.76","1.93B","-1.28%"
"Oct 16, 2016","5,257.40","5,213.69","5,264.27","5,196.03","1.78B","0.83%"
"Oct 09, 2016","5,214.16","5,318.46","5,340.52","5,169.76","1.83B","-1.48%"
"Oct 02, 2016","5,292.40","5,300.29","5,330.81","5,266.80","2.00B","-0.37%"
"Sep 25, 2016","5,312.00","5,275.73","5,325.88","5,251.32","2.16B","0.12%"
"Sep 18, 2016","5,305.75","5,263.55","5,342.88","5,222.91","2.05B","1.17%"
"Sep 11, 2016","5,244.57","5,098.03","5,254.78","5,097.80","2.89B","2.31%"
"Sep 04, 2016","5,125.91","5,259.99","5,287.61","5,125.91","1.80B","-2.36%"
