"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 04, 2016","1,393.10","1,393.10","1,393.10","1,393.10","0.13K","0.56%"
"Aug 28, 2016","1,385.30","1,385.30","1,385.30","1,385.30","1.24K","0.15%"
"Aug 21, 2016","1,383.20","1,389.00","1,389.00","1,384.40","0.00K","-1.76%"
"Aug 14, 2016","1,408.00","1,410.70","1,410.70","1,410.70","0.00K","0.09%"
"Aug 07, 2016","1,406.80","1,409.90","1,409.90","1,409.90","0.00K","-0.08%"
"Jul 31, 2016","1,407.90","1,407.90","1,407.90","1,407.90","0.05K","-0.55%"
"Jul 24, 2016","1,415.70","1,402.80","1,402.80","1,402.80","0.05K","2.18%"
"Jul 17, 2016","1,385.50","1,385.50","1,385.50","1,385.50","0.35K","0.14%"
"Jul 10, 2016","1,383.50","1,383.50","1,383.50","1,383.50","0.00K","-2.02%"
"Jul 03, 2016","1,412.00","1,412.00","1,412.00","1,412.00","0.00K","1.27%"
"Jun 26, 2016","1,394.30","1,394.30","1,394.30","1,394.30","1.22K","1.27%"
"Jun 19, 2016","1,376.80","1,376.80","1,376.80","1,376.80","0.05K","2.52%"
"Jun 12, 2016","1,342.90","1,342.90","1,342.90","1,342.90","0.00K","1.14%"
"Jun 05, 2016","1,327.70","1,327.70","1,327.70","1,327.70","0.01K","2.56%"
"May 29, 2016","1,294.60","1,294.60","1,294.60","1,294.60","0.00K","2.13%"
